survey_id,encounter_id,response_date,overall_satisfaction,communication_with_nurses,communication_with_doctors,cleanliness_score,would_recommend
SRV-951224,ENC-13375,2024-01-13,6.2,7.2,7.2,5.8,No
SRV-340917,ENC-11349,2024-02-11,8.5,7.7,8.2,9.7,No
SRV-770619,ENC-11512,2024-12-23,9.4,9.3,9.1,10.0,Yes
SRV-741496,ENC-12862,2024-01-24,5.6,4.5,7.3,6.8,No
SRV-737486,ENC-12505,2024-01-11,6.8,5.0,9.4,7.9,Yes
SRV-359199,ENC-12709,2024-07-26,9.4,7.2,9.3,7.7,Yes
SRV-277424,ENC-14105,2024-10-10,9.1,9.6,10.0,9.2,Yes
SRV-558607,ENC-11465,2024-02-19,7.2,8.4,7.7,9.9,No
SRV-884491,ENC-11067,2024-02-10,6.9,5.8,7.0,4.7,Yes
SRV-978613,ENC-13475,2024-04-11,2.8,2.2,3.1,1.0,No
SRV-632357,ENC-12109,2024-12-20,8.5,9.9,10.0,6.5,Yes
SRV-489893,ENC-96506,2024-01-24,10.0,10.0,10.0,10.0,Yes
SRV-101122,ENC-14163,2024-08-29,10.0,9.9,10.0,9.4,Yes
SRV-342389,ENC-10772,2024-08-14,3.4,2.0,2.7,1.2,Yes
SRV-293776,ENC-14720,2024-09-23,2.6,3.1,4.8,1.0,No
SRV-937988,ENC-12418,2024-12-26,6.2,7.7,8.4,4.7,Yes
SRV-723156,ENC-11186,2024-08-20,10.0,9.0,10.0,8.5,Yes
SRV-905659,ENC-11191,2024-09-21,6.3,6.8,7.1,5.2,No
SRV-438360,ENC-12637,2024-02-07,8.3,9.5,10.0,5.4,Yes
SRV-964714,ENC-93202,2024-11-19,7.2,7.7,8.0,8.4,Yes
SRV-193156,ENC-14852,2024-08-03,9.9,10.0,10.0,8.7,No
SRV-907972,ENC-13994,2024-06-14,10.0,9.0,10.0,10.0,Yes
SRV-889159,ENC-11759,2024-01-28,10.0,10.0,10.0,10.0,Yes
SRV-180786,ENC-10612,2024-01-25,6.6,6.0,6.4,3.0,Yes
SRV-250050,ENC-14597,2024-01-24,7.6,6.6,8.0,5.8,No
SRV-180611,ENC-14408,2024-01-22,6.5,7.2,6.8,3.4,No
SRV-300802,ENC-14161,2024-03-05,5.8,6.2,6.2,7.1,Yes
SRV-967063,ENC-12700,2024-06-15,9.1,9.9,10.0,10.0,Yes
SRV-896627,ENC-10146,2024-11-22,7.7,6.4,7.7,7.2,Yes
SRV-386900,ENC-14787,2024-03-05,7.1,6.6,7.0,9.0,Yes
SRV-264204,ENC-14866,2024-09-14,9.0,10.0,9.7,8.4,Yes
SRV-866092,ENC-95082,2024-06-21,8.0,5.4,8.7,5.9,Yes
SRV-529897,ENC-10735,2024-09-12,8.8,8.5,9.3,6.7,No
SRV-271231,ENC-14537,2024-11-20,10.0,10.0,10.0,7.9,Yes
SRV-708926,ENC-13134,2024-01-17,10.0,10.0,10.0,10.0,Yes
SRV-338693,ENC-10685,2024-08-31,3.9,3.7,3.6,2.0,Yes
SRV-492708,ENC-13207,2024-01-07,7.9,6.9,8.6,8.7,Yes
SRV-760027,ENC-11220,2024-02-11,4.2,4.9,3.8,4.7,Yes
SRV-805804,ENC-13535,2024-01-16,10.0,9.7,9.7,10.0,Yes
SRV-727092,ENC-94042,2024-05-09,6.3,5.6,7.6,4.4,No
SRV-217962,ENC-11522,2024-07-06,8.8,6.4,10.0,9.4,Yes
SRV-739914,ENC-11433,2024-11-02,7.0,8.0,8.7,9.0,No
SRV-150864,ENC-11857,2024-03-13,4.5,3.9,5.0,4.1,Yes
SRV-490100,ENC-10202,2024-11-15,3.8,3.4,4.4,6.9,No
SRV-250364,ENC-10052,2024-10-27,10.0,10.0,10.0,10.0,Yes
SRV-337708,ENC-12477,2024-11-30,9.7,9.5,9.2,9.4,Yes
SRV-168823,ENC-12404,2024-02-21,6.6,6.5,7.2,4.7,No
SRV-275034,ENC-14059,2024-03-18,9.9,10.0,10.0,7.2,Yes
SRV-514279,ENC-10523,2024-04-01,8.0,7.5,9.5,8.5,Yes
SRV-650607,ENC-11859,2024-08-01,8.4,9.8,8.6,6.4,Yes
SRV-443390,ENC-14161,2024-01-21,9.7,10.0,10.0,9.9,Yes
SRV-247244,ENC-10119,2024-02-18,7.1,7.5,8.9,10.0,Yes
SRV-378251,ENC-91144,2024-11-19,6.2,5.5,6.5,5.5,No
SRV-292859,ENC-13184,2024-07-29,9.0,8.1,8.4,8.5,Yes
SRV-620620,ENC-11470,2024-08-31,9.1,7.8,9.5,5.8,Yes
SRV-295145,ENC-12700,2024-07-27,7.8,8.2,7.9,7.4,Yes
SRV-880938,ENC-14140,2024-01-28,7.0,6.3,6.8,6.2,Yes
SRV-821627,ENC-11720,2024-12-02,7.4,6.7,8.3,7.9,Yes
SRV-698590,ENC-13621,2024-08-19,3.8,3.2,4.6,4.0,No
SRV-767933,ENC-10802,2024-06-20,10.0,10.0,10.0,9.2,Yes
SRV-970922,ENC-10241,2024-02-22,5.4,4.4,6.5,4.7,No
SRV-155794,ENC-11068,2024-04-23,6.7,7.5,6.1,3.5,No
SRV-946773,ENC-12545,2024-01-03,7.2,5.4,6.1,5.2,Yes
SRV-145453,ENC-13218,2024-11-05,5.3,5.8,5.9,6.1,No
SRV-963158,ENC-14938,2024-01-21,8.7,8.5,7.7,10.0,Yes
SRV-752072,ENC-10469,2024-08-12,4.9,6.5,6.2,6.4,No
SRV-965132,ENC-11578,2024-10-10,6.8,6.5,7.3,6.9,Yes
SRV-238889,ENC-13296,2024-04-02,7.7,6.3,7.8,6.3,No
SRV-354703,ENC-11112,2024-06-13,8.5,9.0,9.8,8.6,Yes
SRV-473680,ENC-12305,2024-09-13,8.1,4.7,8.2,4.9,Yes
SRV-151398,ENC-99944,2024-05-14,4.6,1.8,5.3,8.8,No
SRV-790897,ENC-10159,2024-07-13,4.9,3.5,5.0,4.9,Yes
SRV-203569,ENC-12194,2024-11-10,7.0,7.3,9.1,6.8,No
SRV-952388,ENC-10262,2024-09-08,6.5,4.6,6.2,6.6,Yes
SRV-638958,ENC-10136,2024-08-04,7.4,7.8,8.8,9.5,Yes
SRV-738452,ENC-10999,2024-09-24,10.0,9.2,10.0,10.0,Yes
SRV-973108,ENC-13096,2024-09-03,10.0,8.9,10.0,8.0,Yes
SRV-422568,ENC-12645,2024-11-21,7.8,9.8,7.7,9.8,Yes
SRV-676208,ENC-10974,2024-10-23,10.0,9.5,10.0,10.0,Yes
SRV-867463,ENC-13543,2024-11-03,9.7,9.5,10.0,10.0,No
SRV-363587,ENC-13166,2024-11-04,6.9,4.7,7.6,7.4,Yes
SRV-746915,ENC-10995,2024-09-21,5.6,4.9,5.1,8.1,Yes
SRV-735220,ENC-14452,2024-04-12,10.0,10.0,10.0,10.0,Yes
SRV-876622,ENC-14095,2024-09-12,3.8,3.4,4.2,2.6,No
SRV-382316,ENC-14640,2024-04-13,2.8,2.2,2.2,6.9,Yes
SRV-867553,ENC-12686,2024-10-26,5.9,5.2,5.8,4.3,No
SRV-758433,ENC-10166,2024-05-09,6.4,5.2,5.8,7.5,Yes
SRV-624424,ENC-13451,2024-09-12,8.9,10.0,10.0,9.8,No
SRV-476288,ENC-12748,2024-05-03,9.6,10.0,10.0,10.0,Yes
SRV-673581,ENC-13915,2024-03-20,5.2,5.1,4.9,7.4,No
SRV-279595,ENC-12729,2024-01-17,9.4,10.0,9.5,5.6,Yes
SRV-529641,ENC-14870,2024-02-19,5.8,6.2,4.7,6.1,No
SRV-539669,ENC-14320,2024-03-17,7.4,6.7,7.4,8.2,Yes
SRV-746191,ENC-13259,2024-12-22,5.6,6.4,6.8,3.2,No
SRV-654797,ENC-10287,2024-09-07,6.3,4.5,7.4,5.6,No
SRV-870147,ENC-13085,2024-04-07,4.3,1.9,4.8,3.6,Yes
SRV-325018,ENC-12741,2024-10-17,7.4,7.8,8.3,7.3,No
SRV-211057,ENC-13485,2024-02-18,7.0,6.9,7.3,5.7,Yes
SRV-602329,ENC-10530,2024-03-30,6.1,6.5,7.0,7.6,Yes
SRV-299638,ENC-13716,2024-03-07,7.4,7.3,8.4,5.3,No
SRV-165074,ENC-11435,2024-06-13,1.0,1.0,1.4,2.1,No
SRV-833579,ENC-14669,2024-04-03,8.0,8.0,9.6,9.2,Yes
SRV-249252,ENC-14069,2024-04-07,8.3,6.6,9.2,7.8,No
SRV-639362,ENC-11638,2024-09-11,8.3,7.9,8.9,10.0,Yes
SRV-409754,ENC-11304,2024-08-04,7.9,7.6,7.3,9.4,Yes
SRV-492509,ENC-14514,2024-11-21,8.9,7.5,8.3,10.0,Yes
SRV-481933,ENC-13227,2024-06-23,9.1,8.0,10.0,10.0,Yes
SRV-554545,ENC-11246,2024-02-10,4.7,5.3,4.7,3.3,Yes
SRV-516247,ENC-10440,2024-04-18,10.0,10.0,10.0,10.0,Yes
SRV-852814,ENC-13543,2024-10-23,7.5,8.4,7.0,9.4,No
SRV-986772,ENC-11881,2024-07-30,7.2,6.9,6.4,5.6,Yes
SRV-728233,ENC-13215,2024-07-02,8.7,8.9,8.4,8.5,Yes
SRV-412074,ENC-12535,2024-12-26,10.0,9.0,8.2,7.6,Yes
SRV-876315,ENC-10402,2024-10-26,6.4,6.4,6.1,3.4,Yes
SRV-403988,ENC-10421,2024-03-18,7.9,8.4,8.9,9.8,Yes
SRV-594133,ENC-14391,2024-10-26,8.7,7.9,9.5,10.0,Yes
SRV-680969,ENC-14616,2024-08-27,7.6,6.7,7.9,6.1,Yes
SRV-209797,ENC-14571,2024-06-23,7.1,6.8,9.1,6.7,Yes
SRV-580754,ENC-10369,2024-02-06,2.7,3.0,4.9,2.8,No
SRV-525277,ENC-13703,2024-08-19,7.0,6.5,7.9,10.0,Yes
SRV-343880,ENC-10758,2024-10-25,3.8,3.6,2.6,4.0,No
SRV-360771,ENC-14105,2024-02-28,8.6,8.1,10.0,10.0,Yes
SRV-623542,ENC-12620,2024-12-25,7.0,6.3,9.0,5.9,Yes
SRV-702079,ENC-10463,2024-06-06,10.0,9.3,10.0,10.0,Yes
SRV-444118,ENC-11340,2024-11-05,4.2,3.3,4.3,6.5,Yes
SRV-224299,ENC-10497,2024-10-16,8.2,9.6,7.7,7.2,No
SRV-416262,ENC-12056,2024-07-14,7.0,8.1,7.8,9.1,Yes
SRV-845098,ENC-12094,2024-07-07,8.9,6.7,8.0,5.8,Yes
SRV-958442,ENC-14233,2024-04-26,4.2,4.5,5.0,4.0,No
SRV-520473,ENC-12939,2024-05-31,10.0,9.0,10.0,10.0,Yes
SRV-851608,ENC-97611,2024-06-15,8.8,9.8,9.6,10.0,No
SRV-106974,ENC-14877,2024-12-03,7.3,6.0,8.9,7.4,No
SRV-507998,ENC-11869,2024-04-24,5.0,5.2,4.7,5.8,Yes
SRV-616865,ENC-10086,2024-05-18,8.6,8.9,9.2,8.2,Yes
SRV-247529,ENC-12469,2024-05-23,9.0,8.4,9.0,10.0,No
SRV-271518,ENC-13471,2024-07-14,6.2,6.7,7.1,2.5,Yes
SRV-760714,ENC-14727,2024-11-08,9.1,6.9,9.8,7.1,Yes
SRV-986322,ENC-11905,2024-04-20,8.3,8.4,10.0,10.0,Yes
SRV-548495,ENC-13002,2024-09-10,7.9,9.3,8.4,5.7,No
SRV-867407,ENC-13107,2024-09-27,1.9,2.6,3.1,1.0,No
SRV-106822,ENC-12197,2024-03-17,9.3,8.0,10.0,10.0,Yes
SRV-156997,ENC-10224,2024-06-14,9.3,8.8,9.5,8.7,Yes
SRV-851293,ENC-98981,2024-04-16,4.5,5.4,4.6,2.8,No
SRV-383120,ENC-13749,2024-12-12,5.0,5.7,3.6,3.6,No
SRV-828492,ENC-95236,2024-07-12,9.2,8.6,10.0,9.0,Yes
SRV-694193,ENC-14602,2024-04-08,8.5,8.0,10.0,6.7,Yes
SRV-302163,ENC-12688,2024-07-06,8.0,7.8,9.2,7.5,Yes
SRV-644554,ENC-10133,2024-07-10,8.3,8.6,10.0,9.8,Yes
SRV-740947,ENC-14197,2024-09-16,8.6,7.9,7.1,8.7,No
SRV-166449,ENC-12166,2024-02-10,5.1,6.9,6.6,4.5,No
SRV-963064,ENC-98397,2024-10-20,6.0,8.3,6.2,3.9,Yes
SRV-972388,ENC-12653,2024-01-24,7.3,6.5,8.0,6.9,Yes
SRV-444152,ENC-14016,2024-06-11,5.5,5.6,4.5,8.0,Yes
SRV-257635,ENC-13618,2024-07-13,5.7,6.0,5.2,5.4,No
SRV-932438,ENC-13143,2024-12-24,6.1,6.2,4.5,9.7,Yes
SRV-834586,ENC-13114,2024-04-19,10.0,10.0,10.0,8.7,Yes
SRV-383215,ENC-14870,2024-02-10,2.5,1.9,2.7,3.2,No
SRV-929905,ENC-96257,2024-05-03,6.9,6.6,6.5,7.7,No
SRV-184492,ENC-14903,2024-03-06,6.1,5.8,7.8,8.2,Yes
SRV-599707,ENC-13885,2024-03-08,7.3,4.7,8.8,7.6,Yes
SRV-732219,ENC-11325,2024-07-12,10.0,10.0,10.0,10.0,Yes
SRV-270205,ENC-13948,2024-11-16,9.6,10.0,10.0,9.9,Yes
SRV-786633,ENC-13522,2024-04-14,7.8,7.6,7.6,10.0,No
SRV-545272,ENC-13457,2024-10-05,7.6,7.7,8.4,6.5,Yes
SRV-930618,ENC-13694,2024-08-31,7.4,7.2,7.6,7.6,No
SRV-645516,ENC-14091,2024-12-25,8.2,7.1,6.6,8.5,Yes
SRV-568406,ENC-11096,2024-01-10,9.1,10.0,8.0,9.1,Yes
SRV-150935,ENC-13023,2024-06-17,5.0,4.9,6.5,3.7,No
SRV-841134,ENC-14791,2024-10-16,8.3,8.6,8.2,10.0,No
SRV-625865,ENC-14206,2024-04-09,6.7,7.7,8.3,6.8,Yes
SRV-417938,ENC-11542,2024-08-17,6.8,6.7,5.9,7.3,Yes
SRV-428949,ENC-12727,2024-10-31,4.4,4.2,5.5,4.6,No
SRV-786361,ENC-11079,2024-04-06,8.4,7.2,7.2,10.0,Yes
SRV-448555,ENC-10843,2024-02-21,8.8,9.0,8.8,7.6,Yes
SRV-241551,ENC-12092,2024-05-01,10.0,9.9,10.0,10.0,Yes
SRV-514412,ENC-11352,2024-11-11,7.0,5.7,7.3,4.4,Yes
SRV-472525,ENC-13952,2024-08-02,8.8,9.9,8.5,8.0,No
SRV-994511,ENC-14295,2024-09-21,7.2,6.1,8.3,3.3,Yes
SRV-254588,ENC-10285,2024-11-05,6.7,6.2,6.5,7.5,No
SRV-201731,ENC-10356,2024-04-16,3.8,2.0,5.6,4.0,No
SRV-404011,ENC-14403,2024-10-13,4.2,3.4,5.9,2.2,No
SRV-451218,ENC-14133,2024-09-05,8.6,8.6,10.0,10.0,Yes
SRV-990382,ENC-10234,2024-10-05,5.0,3.4,4.5,4.9,Yes
SRV-756464,ENC-13359,2024-04-08,7.5,8.4,8.7,5.8,Yes
SRV-426685,ENC-12051,2024-02-28,6.2,5.8,5.8,7.9,No
SRV-753292,ENC-13519,2024-12-24,4.0,4.8,4.5,2.2,Yes
SRV-262642,ENC-13595,2024-11-14,10.0,10.0,10.0,10.0,Yes
SRV-751927,ENC-10609,2024-04-22,8.0,8.7,9.0,6.2,No
SRV-474420,ENC-11351,2024-11-16,5.9,5.8,5.6,4.2,No
SRV-608427,ENC-11057,2024-12-11,7.1,5.9,7.1,7.4,No
SRV-221997,ENC-13625,2024-06-13,6.4,6.4,5.9,5.9,Yes
SRV-418768,ENC-10565,2024-02-03,5.5,3.2,5.9,4.3,Yes
SRV-871264,ENC-10237,2024-01-30,3.0,4.8,4.5,1.0,No
SRV-138041,ENC-12071,2024-12-02,9.1,10.0,10.0,10.0,Yes
SRV-693956,ENC-12031,2024-07-24,9.4,9.4,9.0,10.0,No
SRV-745270,ENC-14917,2024-08-25,5.7,5.3,6.0,4.7,Yes
SRV-433585,ENC-11233,2024-06-02,5.7,5.9,5.9,5.2,No
SRV-311615,ENC-10244,2024-05-11,10.0,10.0,10.0,10.0,Yes
SRV-471149,ENC-14285,2024-05-03,10.0,10.0,10.0,10.0,Yes
SRV-584684,ENC-11775,2024-10-09,7.2,7.3,8.0,7.2,Yes
SRV-757559,ENC-14491,2024-05-01,4.3,6.4,5.2,2.9,No
SRV-710881,ENC-14474,2024-10-05,3.1,3.0,3.2,1.6,No
SRV-568217,ENC-10854,2024-06-24,8.7,10.0,9.0,10.0,Yes
SRV-726346,ENC-12464,2024-12-30,5.6,4.1,5.1,5.5,Yes
SRV-267669,ENC-11414,2024-03-13,9.6,9.3,10.0,10.0,Yes
SRV-618548,ENC-13541,2024-06-09,8.1,7.3,7.3,9.4,Yes
SRV-986892,ENC-99974,2024-01-24,7.5,6.9,7.9,7.9,Yes
SRV-698655,ENC-10806,2024-08-27,5.6,6.2,5.9,6.7,No
SRV-245430,ENC-12642,2024-08-17,9.7,10.0,8.3,10.0,No
SRV-981541,ENC-12968,2024-05-28,9.2,10.0,9.4,7.0,Yes
SRV-466968,ENC-12935,2024-08-07,6.8,6.2,8.5,7.6,Yes
SRV-221428,ENC-11602,2024-03-11,6.7,6.0,7.4,6.6,No
SRV-785499,ENC-11373,2024-01-10,8.8,9.0,7.7,9.1,Yes
SRV-215337,ENC-12550,2024-07-24,6.8,6.5,7.9,4.1,Yes
SRV-112820,ENC-11896,2024-06-06,9.5,9.0,9.6,10.0,No
SRV-130942,ENC-11216,2024-08-24,1.0,1.0,1.7,1.0,No
SRV-391676,ENC-14554,2024-01-27,9.2,8.5,8.5,10.0,No
SRV-967545,ENC-14258,2024-12-26,7.7,9.5,9.1,6.1,No
SRV-262015,ENC-12034,2024-04-12,10.0,10.0,10.0,10.0,Yes
SRV-317557,ENC-12545,2024-07-06,9.4,9.7,9.8,10.0,Yes
SRV-148382,ENC-12129,2024-07-04,5.9,3.2,4.6,8.1,No
SRV-662473,ENC-10186,2024-06-13,3.9,3.3,5.8,7.5,No
SRV-153728,ENC-12934,2024-11-21,10.0,10.0,10.0,10.0,Yes
SRV-189976,ENC-11575,2024-07-02,5.9,6.4,6.4,4.4,No
SRV-890861,ENC-12523,2024-03-27,9.8,9.9,9.8,7.9,No
SRV-900720,ENC-14341,2024-08-15,6.0,5.7,4.9,5.0,Yes
SRV-409394,ENC-14037,2024-09-30,10.0,9.6,10.0,8.3,Yes
SRV-717107,ENC-14209,2024-01-31,6.5,5.9,5.7,7.1,Yes
SRV-843132,ENC-14438,2024-07-11,7.0,6.6,8.4,8.4,Yes
SRV-671144,ENC-10569,2024-02-13,4.9,4.0,6.0,6.4,No
SRV-771427,ENC-13219,2024-04-05,7.6,8.9,6.3,8.1,No
SRV-410931,ENC-10123,2024-01-14,9.9,9.0,8.4,6.2,Yes
SRV-907574,ENC-10082,2024-03-28,7.5,7.8,7.9,9.5,Yes
SRV-875456,ENC-14012,2024-03-03,6.9,6.1,9.3,5.2,No
SRV-302698,ENC-12902,2024-05-16,8.1,7.5,9.3,10.0,No
SRV-692408,ENC-11278,2024-01-25,3.4,4.6,4.2,5.0,No
SRV-253625,ENC-11074,2024-07-12,6.4,7.2,8.2,8.5,Yes
SRV-521180,ENC-13400,2024-12-03,4.5,7.5,4.5,3.1,No
SRV-687526,ENC-10931,2024-04-08,7.6,7.1,8.7,8.3,Yes
SRV-684574,ENC-14247,2024-05-24,6.5,6.7,5.6,7.4,No
SRV-544878,ENC-11410,2024-10-16,3.0,4.0,2.7,4.6,No
SRV-924341,ENC-13758,2024-07-27,5.9,5.1,4.2,5.8,No
SRV-353703,ENC-10472,2024-04-20,7.2,7.2,8.4,9.4,No
SRV-680893,ENC-11649,2024-11-04,6.8,5.8,8.1,8.7,Yes
SRV-497373,ENC-10187,2024-10-22,6.6,5.6,5.7,9.8,No
SRV-810063,ENC-11922,2024-04-19,10.0,8.3,10.0,7.8,Yes
SRV-396408,ENC-14393,2024-08-26,8.5,8.3,10.0,7.1,Yes
SRV-628893,ENC-12086,2024-01-27,9.0,9.1,10.0,9.4,Yes
SRV-940216,ENC-12577,2024-01-21,7.4,6.1,8.7,5.7,Yes
SRV-587740,ENC-11390,2024-08-21,7.9,7.7,10.0,7.8,Yes
SRV-301373,ENC-12956,2024-08-01,6.6,5.7,6.0,6.1,Yes
SRV-434010,ENC-13913,2024-01-04,10.0,10.0,10.0,8.6,Yes
SRV-966451,ENC-11923,2024-08-21,10.0,9.5,10.0,9.3,Yes
SRV-481032,ENC-13549,2024-02-25,8.4,6.9,9.2,8.2,No
SRV-823010,ENC-12534,2024-01-19,6.8,5.9,6.4,4.9,Yes
SRV-423275,ENC-12159,2024-10-29,7.2,8.8,8.4,9.2,No
SRV-402258,ENC-93279,2024-09-01,7.7,6.0,8.3,8.5,Yes
SRV-301025,ENC-14981,2024-05-04,9.3,8.3,10.0,8.6,Yes
SRV-777323,ENC-13624,2024-05-13,10.0,10.0,10.0,4.5,Yes
SRV-395032,ENC-11163,2024-12-07,9.0,8.4,10.0,10.0,Yes
SRV-197624,ENC-93052,2024-03-23,8.3,8.4,8.9,7.1,Yes
SRV-758950,ENC-10160,2024-11-09,9.4,8.8,10.0,8.1,No
SRV-973986,ENC-12537,2024-09-26,6.2,6.0,7.4,8.2,No
SRV-537854,ENC-12553,2024-11-23,9.3,8.6,8.3,6.9,No
SRV-828722,ENC-10748,2024-07-19,3.3,2.7,1.5,1.0,Yes
SRV-568137,ENC-10237,2024-05-04,7.9,9.1,8.8,8.2,Yes
SRV-224741,ENC-13194,2024-05-19,4.5,3.9,3.2,5.4,No
SRV-295003,ENC-12332,2024-09-06,6.1,7.0,6.4,4.7,Yes
SRV-224332,ENC-14646,2024-05-21,5.2,5.7,4.7,6.3,Yes
SRV-950677,ENC-12431,2024-06-17,9.0,10.0,10.0,7.8,Yes
SRV-130271,ENC-14494,2024-07-30,9.1,10.0,10.0,10.0,Yes
SRV-727902,ENC-10536,2024-04-04,8.5,7.1,8.6,10.0,Yes
SRV-302506,ENC-14880,2024-06-02,10.0,10.0,10.0,10.0,Yes
SRV-877595,ENC-14429,2024-11-25,8.6,10.0,9.5,8.1,Yes
SRV-916350,ENC-13254,2024-09-02,7.5,9.6,7.8,7.2,No
SRV-145498,ENC-13111,2024-07-18,6.0,4.7,6.7,9.4,Yes
SRV-591171,ENC-14225,2024-01-28,2.6,2.9,3.9,5.6,No
SRV-499107,ENC-14630,2024-02-27,8.2,8.1,9.0,9.1,Yes
SRV-942462,ENC-11642,2024-07-02,4.7,4.5,4.3,2.4,No
SRV-427827,ENC-14466,2024-11-14,10.0,10.0,10.0,9.4,Yes
SRV-913047,ENC-10087,2024-05-19,4.1,4.2,4.3,3.4,Yes
SRV-918545,ENC-12449,2024-03-01,7.8,7.5,8.7,4.5,Yes
SRV-983976,ENC-10794,2024-08-02,5.8,6.8,6.8,7.2,Yes
SRV-472836,ENC-95625,2024-10-21,7.8,6.3,8.5,6.6,No
SRV-739984,ENC-14037,2024-11-13,8.2,8.2,8.7,10.0,Yes
SRV-493507,ENC-11912,2024-01-04,5.7,3.8,7.4,8.2,Yes
SRV-106307,ENC-12112,2024-02-27,9.7,9.2,9.5,8.7,Yes
SRV-259929,ENC-10281,2024-05-05,9.2,10.0,10.0,8.7,Yes
SRV-899238,ENC-12487,2024-03-25,8.5,8.3,7.2,10.0,Yes
SRV-820385,ENC-12921,2024-05-02,6.8,5.4,8.1,4.9,Yes
SRV-918423,ENC-13549,2024-01-09,8.4,7.8,8.7,7.3,No
SRV-878449,ENC-14069,2024-10-04,7.5,9.4,9.0,6.5,No
SRV-940999,ENC-11084,2024-03-10,8.4,8.8,9.4,6.8,Yes
SRV-107012,ENC-12364,2024-09-30,7.9,8.9,6.5,10.0,Yes
SRV-120002,ENC-14679,2024-09-30,10.0,10.0,10.0,10.0,Yes
SRV-644782,ENC-11861,2024-01-23,9.1,9.2,8.6,10.0,Yes
SRV-239911,ENC-12204,2024-03-24,7.8,8.1,8.7,10.0,Yes
SRV-903100,ENC-12575,2024-06-10,8.2,8.5,8.6,9.7,Yes
SRV-176512,ENC-14005,2024-06-04,9.4,10.0,9.1,10.0,Yes
SRV-705165,ENC-12154,2024-06-26,8.2,7.6,7.8,9.4,Yes
SRV-190026,ENC-14943,2024-01-31,6.8,6.0,7.5,9.5,No
SRV-766449,ENC-14009,2024-09-09,3.2,2.4,3.2,2.8,No
SRV-363866,ENC-90044,2024-03-12,9.5,10.0,10.0,9.3,No
SRV-564185,ENC-13875,2024-05-30,5.7,6.8,5.0,5.8,No
SRV-682982,ENC-14751,2024-04-15,4.7,3.7,6.0,4.8,No
SRV-947392,ENC-10334,2024-12-09,8.2,5.3,8.3,8.6,Yes
SRV-175887,ENC-14078,2024-08-27,10.0,9.7,10.0,10.0,Yes
SRV-815646,ENC-13020,2024-01-22,8.7,8.0,8.0,8.4,Yes
SRV-573155,ENC-12241,2024-07-31,8.1,7.9,8.1,10.0,No
SRV-803054,ENC-12607,2024-08-23,8.8,9.5,8.6,10.0,No
SRV-852086,ENC-12575,2024-01-18,6.6,7.8,6.5,5.1,Yes
SRV-823792,ENC-10303,2024-12-17,6.1,6.2,6.6,5.2,Yes
SRV-520215,ENC-10728,2024-04-18,9.9,8.6,10.0,8.3,Yes
SRV-758023,ENC-11699,2024-05-08,8.0,9.6,7.7,10.0,Yes
SRV-310035,ENC-12282,2024-12-07,6.1,6.1,5.4,6.9,No
SRV-812953,ENC-13910,2024-11-08,9.6,9.3,10.0,8.7,Yes
SRV-124693,ENC-10923,2024-07-04,6.6,4.5,8.1,3.5,Yes
SRV-718517,ENC-12904,2024-02-04,2.3,1.6,2.8,1.0,Yes
SRV-755548,ENC-97082,2024-02-11,5.5,5.7,7.9,6.4,Yes
SRV-339141,ENC-13093,2024-01-26,3.0,1.3,1.7,1.1,No
SRV-371778,ENC-14871,2024-01-26,7.4,7.9,9.6,7.3,No
SRV-448040,ENC-14489,2024-10-31,6.0,7.8,5.8,6.5,No
SRV-258792,ENC-10399,2024-06-19,9.8,10.0,9.7,10.0,No
SRV-288260,ENC-13010,2024-03-12,5.1,4.2,5.7,6.4,Yes
SRV-484400,ENC-14728,2024-08-28,9.6,9.1,10.0,5.0,Yes
SRV-191498,ENC-10660,2024-06-27,6.1,5.3,5.1,8.8,No
SRV-746400,ENC-14666,2024-07-24,10.0,10.0,10.0,6.8,Yes
SRV-429147,ENC-13211,2024-08-04,9.5,9.6,8.7,8.8,Yes
SRV-254522,ENC-11429,2024-03-26,6.2,5.7,7.5,7.0,Yes
SRV-512000,ENC-11523,2024-07-07,8.9,9.8,9.5,10.0,Yes
SRV-474691,ENC-10746,2024-01-29,9.0,8.0,9.9,8.9,Yes
SRV-986072,ENC-10408,2024-04-10,6.9,7.0,8.1,8.2,Yes
SRV-976048,ENC-10864,2024-10-01,6.2,5.7,5.1,6.7,Yes
SRV-802115,ENC-13684,2024-12-25,6.9,8.0,7.6,8.2,Yes
SRV-908007,ENC-11299,2024-11-24,8.7,8.9,9.9,9.3,Yes
SRV-792742,ENC-10235,2024-02-27,8.5,9.2,8.8,4.1,No
SRV-943697,ENC-11850,2024-04-04,8.2,6.6,7.9,5.4,Yes
SRV-915270,ENC-11288,2024-07-12,6.0,5.9,5.2,6.0,Yes
SRV-200681,ENC-14132,2024-11-07,9.7,9.2,9.9,9.1,Yes
SRV-721741,ENC-11750,2024-04-13,6.6,7.9,8.3,6.0,Yes
SRV-832207,ENC-14437,2024-05-12,8.7,9.3,9.4,7.9,Yes
SRV-546397,ENC-13354,2024-08-10,8.1,10.0,8.5,10.0,Yes
SRV-174554,ENC-12995,2024-10-04,8.1,9.2,9.0,4.1,Yes
SRV-548314,ENC-12899,2024-06-16,8.2,7.3,8.1,7.8,Yes
SRV-384697,ENC-10528,2024-04-08,8.4,8.3,8.4,7.1,Yes
